skill,domain,difficulty,question_text_latex,source_directory
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 2x^2 + 5$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x^3 - 10$. What is the value of $g(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = \frac{48}{x}$. What is the value of $h(6)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 5 + \sqrt{x+11}$. What is the value of $f(25)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $k$ is defined by $k(t) = 100 - t^2$. What is the value of $k(8)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(x) = 3^x + 1$. What is the value of $p(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = (x-2)^2$. What is the value of $f(7)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = |20 - x|$. What is the value of $g(35)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 1_000(2^x)$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = \frac{1}{x^2}$. What is the value of $h(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,"For the function $f$ defined by $f(x) = x^2 - 11$, what is the value of $f(-4)$?",../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x^2 + 5$. For which positive value of $x$ is $g(x) = 30$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \sqrt{x} - 2$. For which value of $x$ is $f(x) = 7$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x)=x^3 + 1$. For which value of $x$ is $f(x)=9$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 2x^3$. What is the value of $f(10)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $m$ is defined by $m(x)= |x| - 5$. What is the value of $m(-12)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 4 - x^2$. What is the value of $f(0)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = (x+5)^2 - 10$. What is the value of $h(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x)=\frac{1}{2}x^2$. What is the value of $g(8)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 2\sqrt{x} + 3$. What is the value of $f(49)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 1 - x^3$. What is the value of $f(-2)$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & 1 \\ \hline 1 & 2 \\ \hline 2 & 4 \\ \hline 3 & 8 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(w) = w(10-w)$. What is the value of $f(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(x) = (x+1)(x-1)$. What is the value of $p(10)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \frac{60}{x+10}$. What is the value of $f(20)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 3x^2 - 1$. What is the value of $f(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x^3 + 5$. What is the value of $g(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = \sqrt{x+7}$. What is the value of $h(9)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = |x - 15|$. What is the value of $f(8)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(t) = 5^t$. What is the value of $p(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = x^2 - 4$. For which positive value of $x$ is $f(x) = 21$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x^3 + 10$. For which value of $x$ is $g(x) = 37$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = \sqrt{x-5}$. For which value of $x$ is $h(x) = 4$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & -1 \\ \hline 1 & 0 \\ \hline 2 & 3 \\ \hline 3 & 8 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,"The graph of $y = x^2 + 3x - 5$ in the xy-plane intersects the y-axis at the point $(0, k)$. What is the value of $k$?",../psat
Nonlinear functions,Advanced Math,Easy,"For the function $f$ defined by $f(x)=x^3-2$, what is the value of $f(-3)$?",../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \frac{50}{x}$. What is the value of $f(-10)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(w) = w(w+2)$. What is the value of $f(6)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x)=10\sqrt{x}$. What is the value of $f(100)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x)=(x-1)^2+3$. What is the value of $f(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 15 - x^2$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 4x^3$. What is the value of $f(2)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(x) = 4^x - 10$. What is the value of $p(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \frac{100}{x+5}$. What is the value of $f(15)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = 5+|x-10|$. What is the value of $g(2)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = (x-1)^2$. For which of the following values of $x$ is $f(x)=49$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = \frac{24}{x}$. For which value of $x$ is $h(x)=6$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $g$. \\ \begin{tabular}{|c|c|} \hline $x$ & $g(x)$ \\ \hline 0 & 0 \\ \hline 1 & 1 \\ \hline 2 & 8 \\ \hline 3 & 27 \\ \hline \end{tabular} \\ Which of the following defines $g$?,../psat
Nonlinear functions,Advanced Math,Easy,"For the function $f$ defined by $f(x)=7x^2 - 2x + 9$, what is the value of $f(0)$?",../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined as $f(x) = (x-10)(x+2)$. What is the value of $f(10)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = x^2 + 2x$. What is the value of $f(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = 2(x-3)^2$. What is the value of $g(1)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = \frac{50}{x-3}$. What is the value of $h(13)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(t) = 3 + \sqrt{4t}$. What is the value of $p(9)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = x^3 - 4x$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = 100(\frac{1}{2})^x$. What is the value of $g(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = |x^2 - 20|$. What is the value of $h(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = (\frac{x}{2})^3$. What is the value of $f(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $k$ is defined by $k(x) = 100 - 2^x$. What is the value of $k(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(y) = y^2(10-y)$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = -x^2 + 10$. What is the value of $f(-3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x(x+5)$. What is the value of $g(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \frac{2}{x} + 5$. What is the value of $f(0.5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = 30 - 3x^2$. What is the value of $h(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 1 + \sqrt{x-3}$. What is the value of $f(19)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 3x^2$. For which positive value of $x$ is $f(x) = 75$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = (x-2)^3$. For which value of $x$ is $g(x) = 64$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = 2\sqrt{x}$. For which value of $x$ is $h(x) = 10$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(t) = 2^t + 1$. For which value of $t$ is $p(t) = 17$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \frac{100}{x^2}$. For which positive value of $x$ is $f(x) = 4$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & 3 \\ \hline 1 & 4 \\ \hline 2 & 7 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 1 & 5 \\ \hline 2 & 20 \\ \hline 3 & 45 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 1 & 20 \\ \hline 2 & 10 \\ \hline 4 & 5 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,"The graph of $y=x^3 - 2x^2 + 7$ in the xy-plane intersects the y-axis at the point $(0, c)$. What is the value of $c$?",../psat
Nonlinear functions,Advanced Math,Easy,A parabola with equation $y = (x-4)^2 + 1$ is graphed in the xy-plane. What are the coordinates of its vertex?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 4x^2 - 7$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = 2x^3 + 1$. What is the value of $g(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(t) = 50 - |t - 20|$. What is the value of $h(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \sqrt{x^2 + 16}$. What is the value of $f(3)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $p$ is defined by $p(t) = (t-5)^2 + 10$. What is the value of $p(2)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = x^2 + 11$. For which positive value of $x$ is $f(x) = 60$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x^3 - 10$. For which value of $x$ is $g(x) = 115$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = 10 + \sqrt{x}$. For which value of $x$ is $h(x) = 18$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 3^x - 1$. For which value of $x$ is $f(x) = 80$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & 0 \\ \hline 1 & 4 \\ \hline 2 & 16 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $h$. \\ \begin{tabular}{|c|c|} \hline $x$ & $h(x)$ \\ \hline 1 & 10 \\ \hline 2 & 5 \\ \hline 5 & 2 \\ \hline \end{tabular} \\ Which of the following defines $h$?,../psat
Nonlinear functions,Advanced Math,Easy,"The graph of $y = 3x^2 - 7x + 2$ in the xy-plane intersects the y-axis at the point $(0, k)$. What is the value of $k$?",../psat
Nonlinear functions,Advanced Math,Easy,A parabola with equation $y = (x+5)^2 - 2$ is graphed in the xy-plane. What are the coordinates of its vertex?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 50(2^x)$. What is the value of $f(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = x^2 + 5x$. What is the value of $g(4)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 200 - x^3$. What is the value of $f(5)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $h$ is defined by $h(x) = (\frac{x}{3})^2$. What is the value of $h(12)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = (x+2)^2$. For which value of $x$ is $f(x) = 100$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $g$ is defined by $g(x) = \frac{80}{x}$. For which value of $x$ is $g(x)=4$?,../psat
Nonlinear functions,Advanced Math,Easy,A parabola with equation $y = -(x-6)^2+10$ is graphed in the xy-plane. What are the coordinates of its vertex?,../psat
Nonlinear functions,Advanced Math,Easy,"The graph of $y = (x-1)(x-5)$ in the xy-plane intersects the y-axis at the point $(0, k)$. What is the value of $k$?",../psat
Nonlinear functions,Advanced Math,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & 2 \\ \hline 1 & 3 \\ \hline 2 & 10 \\ \hline \end{tabular} \\ Which of the following defines $f$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = \frac{100}{x^2}$. For which positive value of $x$ is $f(x) = 1$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = 3(x-1)^2$. What is the value of $f(6)$?,../psat
Nonlinear functions,Advanced Math,Easy,The function $f$ is defined by $f(x) = -5x^2 + 100$. What is the value of $f(-2)$?,../psat
Nonlinear functions,Advanced Math,Hard,"The function $f$ is defined by $f(x) = 2(x-3)^2 + 5$. The function $g$ is defined by $g(x) = -f(x+c) + d$, where $c$ and $d$ are constants. The vertex of the graph of $y=g(x)$ in the $xy$-plane is at $(-1, 10)$. What is the value of $c+d$?",../psat
Nonlinear functions,Advanced Math,Hard,"A function is defined by $f(x) = A \cdot b^x$, where $A$ and $b$ are positive constants. The graph of $y=f(x)$ passes through the points $(2, 48)$ and $(4, 768)$. What is the value of $f(-1)$?",../psat
Nonlinear functions,Advanced Math,Hard,"The function $h(x) = \frac{1}{ax^2 - bx + 8}$ has a maximum value, which occurs at $x=3$. The graph of $y=h(x)$ passes through the point $(1, \frac{1}{4})$. What is the maximum value of $h(x)$?",../psat
Nonlinear functions,Advanced Math,Hard,"A radioactive substance decays according to the function $A(t) = A_0 e^{-kt}$, where $A_0$ is the initial amount, $t$ is time in years, and $k$ is a positive constant. If the amount of the substance is reduced by 20% in 5 years, which of the following equations represents the value of $k$?",../psat
Nonlinear functions,Advanced Math,Hard,"The length of a rectangle is 1 cm more than twice its width. The area of the rectangle is 136 square cm. What is the perimeter of the rectangle, in cm?",../psat
Nonlinear functions,Advanced Math,Hard,"The graph of the function $f(x)=ax^2+bx+c$ is a parabola with vertex at $(3, -8)$. The graph of the function $g(x)=-f(x+2)-5$ is also a parabola. What are the coordinates of the vertex of the graph of $g(x)$?",../psat
Nonlinear functions,Advanced Math,Hard,The function $p(x) = x^3 - 6x^2 + 11x - 6$ has three distinct real roots. The function $q(x) = p(2x) - 12$. What is the sum of the roots of $q(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,Let $f(x) = \frac{2x+5}{x-3}$. The function $g(x)$ is the result of translating the graph of $f(x)$ up by 2 units and right by 4 units. What is the $x$-intercept of $g(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,"The function $f(x) = a\sqrt{x-h} + k$ passes through the point $(5, 13)$ and has its endpoint at $(1, 3)$. The graph of the function also passes through $(10, y)$. What is the value of $y$?",../psat
Nonlinear functions,Advanced Math,Hard,"The function $g(x)=x^2(x-b)$ has a local minimum at the point $(4, -32)$, where $b$ is a constant. What is the value of $b$?",../psat
Nonlinear functions,Advanced Math,Hard,"The population of a certain species of fish in a lake is modeled by the function $P(t) = \frac{2400}{1+5(0.6)^t}$, where $t$ is the number of years since 2010. According to the model, the population is expected to approach a certain number in the long run. What is this number?",../psat
Nonlinear functions,Advanced Math,Hard,The function $f$ is given by $f(x) = (x+3)^2 - 5$ and the function $g$ is given by $g(x) = \frac{1}{x} + 2$. Which of the following defines the composite function $h(x) = f(g(x))$?,../psat
Nonlinear functions,Advanced Math,Hard,The sum of two numbers is 12. The sum of their squares is a minimum. What is the product of the two numbers?,../psat
Nonlinear functions,Advanced Math,Hard,"The value of an investment is modeled by the function $V(t) = P(1 + \frac{r}{n})^{nt}$, where $P$ is the principal amount, $r$ is the annual interest rate, $n$ is the number of times interest is compounded per year, and $t$ is the number of years. An investment of $1,000 is made with an annual interest rate of 8%. If the value of the investment after 5 years is $1,485.95 when compounded quarterly, what would be the approximate value if it were compounded semiannually for the same period?",../psat
Nonlinear functions,Advanced Math,Hard,The graph of the polynomial function $f(x)=x^4-2x^3-13x^2+14x+24$ has four distinct x-intercepts. Two of these are at $x=-3$ and $x=4$. What is the absolute difference between the other two x-intercepts?,../psat
Nonlinear functions,Advanced Math,Hard,"The function $f$ is defined by $f(x) = \frac{3x-7}{x+c}$, where $c$ is a constant. The graph of $y=f(x)$ has a vertical asymptote at $x=5$ and a horizontal asymptote at $y=k$. What is the value of $c+k$?",../psat
Nonlinear functions,Advanced Math,Hard,"The function $h$ is defined by $h(t) = a(t+2)^2 - 5$. If $h(1)=22$, what is the value of $h(a)$?",../psat
Nonlinear functions,Advanced Math,Hard,"If $f(x) = 2x-3$ and $(f \circ g)(x) = 2x^2+4x-1$, what is $g(-2)$?",../psat
Nonlinear functions,Advanced Math,Hard,Let $f(x) = x^2 - 4x + 1$. The graph of $y=f(x)$ is reflected across the y-axis and then shifted 3 units to the right to create the graph of $y=g(x)$. Which of the following defines $g(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,"The function $f$ is defined as $f(x) = a(x-h)^2+k$. The graph of $y=f(x)$ has a vertex at $(5, -2)$ and passes through the point $(3, 10)$. What is the $y$-intercept of the graph?",../psat
Nonlinear functions,Advanced Math,Hard,"Let $h(x) = \frac{1}{x^2 - 6x + c}$. If the domain of $h(x)$ is all real numbers, which of the following must be true about the constant $c$?",../psat
Nonlinear functions,Advanced Math,Hard,"A biologist models the population of a certain bacteria with the function $P(t) = P_0 (2)^{t/d}$, where $P_0$ is the initial population, $t$ is the time in hours, and $d$ is the doubling time in hours. The population is observed to be 4,000 at $t=3$ hours and 32,000 at $t=6$ hours. What is the initial population $P_0$?",../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x)=2(x-3)(x+1)$ is a quadratic. The function $g(x)=f(x-k)$ has a line of symmetry at $x=5$. What is the value of $k$?,../psat
Nonlinear functions,Advanced Math,Hard,"For the function $f(x) = x^2 + 10x + 21$, the function $g$ is defined as $g(x) = \sqrt{f(x)}$. For which of the following intervals is $g(x)$ defined for all $x$ in the interval?",../psat
Nonlinear functions,Advanced Math,Hard,"The function $f$ is given by $f(x)=(x-6)^2+10$. The function $g$ is given by $g(x)=-(x-k)^2+16$. If the two graphs have exactly one point of intersection, what is a possible value of $k$?",../psat
Nonlinear functions,Advanced Math,Hard,"The functions $f(x) = x^2 - 6x + 13$ and $g(x) = -x^2 + bx + c$ are tangent to each other at a single point, which is the vertex for both parabolas. What is the value of $b+c$?",../psat
Nonlinear functions,Advanced Math,Hard,"Let $f(x) = ax^2+bx+c$. The graph of $y=f(x)$ has its vertex in the second quadrant. The equation $f(x)=0$ has two distinct integer roots, one positive and one negative. Which of the following must be true?",../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x) = \frac{x^3 - 4x^2}{x-4}$. Which of the following is an accurate description of the graph of $y=f(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,"The rational function $f(x) = \frac{ax+b}{x+c}$ has an $x$-intercept at $(-4,0)$, a $y$-intercept at $(0,2)$, and a vertical asymptote at $x=2$. What is the equation of the horizontal asymptote of the graph of $y=f(x)$?",../psat
Nonlinear functions,Advanced Math,Hard,The quadratic function $f(x)$ has roots at $x=-2$ and $x=4$. The maximum value of the function $g(x) = -f(x)$ is 18. What is the $y$-intercept of the graph of $y=f(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x)=x^2+ax+b$ has a minimum value of $-1$ at $x=3$. The function $g(x)=f(x+c)$ has a minimum value at $x=-1$. What is the value of $c$?,../psat
Nonlinear functions,Advanced Math,Hard,"The population of a town, $P$, is modeled by the logistic function $P(t) = \frac{12000}{1+39e^{-kt}}$, where $t$ is the number of years since the beginning of 2000, and $k$ is a positive constant. If the population was 1000 at the beginning of 2005, what is the value of $k$?",../psat
Nonlinear functions,Advanced Math,Hard,"Let $f(x) = x-5$. If $f(g(x)) = 3x^2 - 2x + 1$, what is the value of $g(2)$?",../psat
Nonlinear functions,Advanced Math,Hard,"The sum of the roots of the quadratic equation $ax^2 + bx + c = 0$ is $S$ and the product of the roots is $P$. What is the sum of the roots of the equation $c x^2 - bx + a = 0$ in terms of $S$ and $P$, assuming $c \neq 0$ and $P \neq 0$?",../psat
Nonlinear functions,Advanced Math,Hard,"The graph of the quadratic function $f(x)=ax^2+bx+c$ has a vertex at $(2, -9)$ and forms a triangle with its x-intercepts. If the area of this triangle is 36, what is the value of $|a|$?",../psat
Nonlinear functions,Advanced Math,Hard,"The graph of the quadratic function $f(x)=ax^2+bx+c$ has a vertex at $(2, -9)$. The triangle formed by the vertex and the two x-intercepts of the graph has an area of 27. What is the value of $|a|$?",../psat
Nonlinear functions,Advanced Math,Hard,"A population of bacteria doubles every 20 minutes. The initial population is 100. The population is modeled by $P(t) = P_0 (\right. 2 \left.)^{t/d}$, where $t$ is time in hours. Which of the following equations correctly models the population?",../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x) = \frac{x^2+ax+b}{x-c}$ has a slant asymptote at $y=x+5$ and a vertical asymptote at $x=2$. What is the value of $a+b$?,../psat
Nonlinear functions,Advanced Math,Hard,"The function $f(x) = \frac{x^2+ax+b}{x-c}$ has a slant asymptote at $y=x+5$, a vertical asymptote at $x=2$, and a $y$-intercept at $(0,-4)$. What is the value of $a+b$?",../psat
Nonlinear functions,Advanced Math,Hard,For what real value of $k$ does the quadratic equation $(k-2)x^2 + (k+1)x + 4 = 0$ have exactly one real root of multiplicity 2?,../psat
Nonlinear functions,Advanced Math,Hard,The quadratic equation $(k+3)x^2 - (k-1)x + 1 = 0$ has exactly one real root. What is the sum of all possible values of $k$?,../psat
Nonlinear functions,Advanced Math,Hard,For which values of the constant $k$ does the equation $(x-1)(k-x)=1$ have exactly one real solution for $x$?,../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x) = |x^2 - 6x + 5|$. How many distinct real values of $x$ satisfy the equation $f(x)=3$?,../psat
Nonlinear functions,Advanced Math,Hard,"A cubic polynomial $p(x)$ has a root of multiplicity 2 at $x=3$ and a root at $x=-1$. If the graph of $y=p(x)$ passes through the point $(1, -8)$, what is the value of $p(4)$?",../psat
Nonlinear functions,Advanced Math,Hard,"A cubic polynomial $p(x)$ has a root of multiplicity 2 at $x=3$ and a root at $x=-1$. If the graph of $y=p(x)$ passes through the point $(1, 16)$, what is the value of $p(4)$?",../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x) = x^2-8x+20$. The function $g(x) = \frac{32}{f(x)}$. What is the maximum value of $g(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,"Let $f(x) = \sqrt{x}$. The graph of $g(x)$ is obtained by reflecting the graph of $f(x)$ across the line $y=x$, then shifting the resulting graph 3 units to the left and 2 units up. Which of the following equations defines $g(x)$?",../psat
Nonlinear functions,Advanced Math,Hard,"A parabola given by $y=x^2+px+q$ is tangent to the line $y=2x-3$ at the point $(2,1)$. What is the value of $p+q$?",../psat
Nonlinear functions,Advanced Math,Hard,"A parabola given by $y=x^2+px+q$ is tangent to the line $y=2x-5$ at the point $(3,1)$. What is the value of $p+q$?",../psat
Nonlinear functions,Advanced Math,Hard,"A parabola given by $y=x^2+px+q$ is tangent to the line $y=2x+5$ at the point $(-3,-1)$. What is the value of $p+q$?",../psat
Nonlinear functions,Advanced Math,Hard,"The value of an investment, $V$, is modeled by $V(t) = a \cdot e^{kt}$, where $t$ is the time in years. The value triples in the first 4 years and reaches $10$ million dollars after 6 years. What was the initial value of the investment, in millions of dollars?",../psat
Nonlinear functions,Advanced Math,Hard,Given $f(x) = 3x^2 - 12x + 16$. The function $g$ is the inverse of $f$ for the domain $x \ge 2$. What is the value of $g(16)$?,../psat
Nonlinear functions,Advanced Math,Hard,"The graph of $y=f(x)$ is a parabola with x-intercepts at $x=1$ and $x=7$ and a y-intercept at $(0, -14)$. What is the minimum value of the function?",../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x) = 2^{-x+1} - 3$. The function $g(x)$ is the inverse of $f(x)$. What is the $x$-intercept of the graph of $y=g(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,The function $f(x) = 2^{-x+1} - 4$. The function $g(x)$ is the inverse of $f(x)$. What are the coordinates of the $x$-intercept of the graph of $y=g(x)$?,../psat
Nonlinear functions,Advanced Math,Hard,"The function $f(x) = (x-a)^2(x-b)^3(x-c)$. The graph of $y=f(x)$ is tangent to the x-axis at $x=5$ and crosses the x-axis at $x=-2$ and $x=1$. If $a>b>c$, what is the value of $a+b+c$?",../psat
Nonlinear functions,Advanced Math,Hard,"If $f(x-2) = x^2-5x+6$, which of the following is an expression for $f(x)$?",../psat
Nonlinear functions,Advanced Math,Hard,What is the minimum value of the function $f(x) = 3^{x} + 3^{2-x}$?,../psat
Nonlinear functions,Advanced Math,Medium,"The function $h(t) = -4.9t^2 + 20t + 2$ models the height $h$, in meters, of a ball above the ground $t$ seconds after it was thrown. Which of the following is the best interpretation of the statement $h(2) = 22.4$?",../psat
Nonlinear functions,Advanced Math,Medium,The function $g$ is defined by $g(x) = \frac{x^2 + 5}{x - 3}$. What is the value of $g(5)$?,../psat
Nonlinear functions,Advanced Math,Medium,"A sample of a radioactive substance has an initial mass of 120 grams. The substance has a half-life of 8 years. Which function $M(t)$ models the mass, in grams, of the substance remaining after $t$ years?",../psat
Nonlinear functions,Advanced Math,Medium,"The function $f$ is defined by $f(x) = \sqrt{x - 2}$. In the xy-plane, the graph of $y = g(x)$ is the result of shifting the graph of $y = f(x)$ up 5 units. Which equation defines function $g$?",../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = 5(2)^x - 3$. What is the y-intercept of the graph of $y=f(x)$ in the xy-plane?,../psat
Nonlinear functions,Advanced Math,Medium,"The total cost $C$, in dollars, for a company to produce $n$ units of a product is given by the function $C(n) = 800 + 15n + 0.5n^2$. Which of the following is the best interpretation of $C(50) = 2800$?",../psat
