test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Advanced Math,Equivalent expressions,Medium,The expression $12x^3y^2 - 20x^2y^3 + 4xy$ is equivalent to which of the following?,$4xy(3x^2y - 5xy^2)$,$4xy(3x^2y - 5xy^2 + 1)$,$4x(3x^2y^2 - 5xy^3 + y)$,$xy(12x^2y - 20xy^2 + 4)$,B,,"To find an equivalent expression, we look for the greatest common factor (GCF) of all three terms.","Find the GCF of the coefficients (12, -20, 4), which is 4.","Find the GCF of the x-variables ($x^3, x^2, x$), which is the lowest power, $x$.","Find the GCF of the y-variables ($y^2, y^3, y$), which is the lowest power, $y$.",The GCF of the entire expression is $4xy$.,Factor out $4xy$ from each term: $4xy(\frac{12x^3y^2}{4xy} - \frac{20x^2y^3}{4xy} + \frac{4xy}{4xy}) = 4xy(3x^2y - 5xy^2 + 1)$.
Math,Advanced Math,Equivalent expressions,Medium,Which of the following is equivalent to $(x^{1/2} + 2y^{1/2})(x^{1/2} - 2y^{1/2})$ for $x \ge 0$ and $y \ge 0$?,$x - 4y$,$x + 4y$,$x - 4y^{1/2}$,$x^{1/4} - 4y^{1/4}$,A,,This expression is in the form of a difference of squares: $(a+b)(a-b) = a^2 - b^2$.,"In this problem, $a = x^{1/2}$ and $b = 2y^{1/2}$.",Calculate $a^2$: $(x^{1/2})^2 = x^{(1/2) \cdot 2} = x^1 = x$.,Calculate $b^2$: $(2y^{1/2})^2 = 2^2(y^{1/2})^2 = 4y^{(1/2) \cdot 2} = 4y^1 = 4y$.,Substitute these values into the difference of squares formula: $a^2 - b^2 = x - 4y$.,
Math,Advanced Math,Equivalent expressions,Medium,The sum of $(4x^2y - 3xy^2 + 2)$ and $(-x^2y + 5xy^2 - 7)$ is equivalent to which expression?,$3x^2y + 2xy^2 - 5$,$5x^2y + 8xy^2 - 9$,$3x^2y - 8xy^2 + 9$,$3x^2y + 2xy^2 + 5$,A,,"To find the sum, we write the two expressions being added together: $(4x^2y - 3xy^2 + 2) + (-x^2y + 5xy^2 - 7)$.","Because we are adding, we can remove the parentheses without changing signs: $4x^2y - 3xy^2 + 2 - x^2y + 5xy^2 - 7$.",Group the like terms together. Like terms have the same variables raised to the same powers.,Group the $x^2y$ terms: $(4x^2y - x^2y)$. Group the $xy^2$ terms: $(-3xy^2 + 5xy^2)$. Group the constant terms: $(2 - 7)$.,Combine the like terms: $3x^2y + 2xy^2 - 5$.,
Math,Advanced Math,Equivalent expressions,Medium,"If $p$ is a constant such that $p(2x^2+5) - 3(x^2-1) = x^2+13$, what is the value of $p$?",,,,,2,2,"First, distribute the terms on the left side of the equation: $p(2x^2) + p(5) - 3(x^2) - 3(-1) = x^2+23$.",This simplifies to $2px^2 + 5p - 3x^2 + 3 = x^2+23$.,Group the like terms on the left side: $(2px^2 - 3x^2) + (5p + 3) = x^2+23$.,Factor out $x^2$ from the first group: $(2p - 3)x^2 + (5p + 3) = 1x^2 + 23$.,"For the expressions to be equivalent for all values of x, the coefficients of the corresponding terms must be equal. So, the coefficient of $x^2$ on the left must equal the coefficient of $x^2$ on the right: $2p - 3 = 1$.","Solve the equation for $p$: $2p = 1 + 3$, so $2p=4$, which gives $p=2$. We can verify this with the constant terms: $5p+3 = 5(2)+3 = 13$, which matches the right side. Thus, $p=2$."
Math,Advanced Math,Equivalent expressions,Medium,The expression $\frac{12x^5y^2 - 8x^3y^4}{4x^2y}$ is equivalent to which of the following for all $x>0$ and $y>0$?,$3x^3y - 2xy^3$,$8x^3y - 4xy^3$,$3x^{7}y^3 - 2x^5y^5$,$3x^3y - 2x^2y^3$,A,,"To simplify this expression, we can divide each term in the numerator by the monomial in the denominator.",The expression can be written as $\frac{12x^5y^2}{4x^2y} - \frac{8x^3y^4}{4x^2y}$.,"Simplify the first term: $\frac{12}{4} \cdot \frac{x^5}{x^2} \cdot \frac{y^2}{y}$. Using the quotient rule for exponents, this becomes $3x^{5-2}y^{2-1} = 3x^3y$.",Simplify the second term: $\frac{8}{4} \cdot \frac{x^3}{x^2} \cdot \frac{y^4}{y}$. This becomes $2x^{3-2}y^{4-1} = 2xy^3$.,Combine the simplified terms: $3x^3y - 2xy^3$.,
Math,Advanced Math,Equivalent expressions,Medium,"The area of a rectangle is given by the expression $2x^2 + 7x + 3$. If the width of the rectangle is $x+3$, which expression represents the length of the rectangle?",$2x+3$,$2x+1$,$x+1$,$x-1$,B,,The area of a rectangle is given by the formula Area = Length × Width.,We are given the Area = $2x^2 + 7x + 3$ and the Width = $x+3$.,"To find the length, we need to divide the area by the width: Length = $\frac{2x^2 + 7x + 3}{x+3}$.",We can find the length by factoring the quadratic expression for the area: $2x^2 + 7x + 3$.,"We need two binomials that multiply to the area. Since one is $(x+3)$, the other must be of the form $(2x+?)$. The last terms of the binomials must multiply to 3. So, $3 \times ? = 3$, which means the missing term is 1. The factorization is $(2x+1)(x+3)$.","Therefore, the length of the rectangle is the other factor, which is $2x+1$."
Math,Advanced Math,Equivalent expressions,Medium,"For $x>0$ and $y>0$, which of the following is equivalent to the expression $\frac{(x+y)^2 - (x-y)^2}{4xy}$?",1,0,$\frac{x^2+y^2}{2xy}$,$x^2-y^2$,A,,"First, expand the squared binomials in the numerator.",Expand $(x+y)^2$: $(x+y)(x+y) = x^2 + 2xy + y^2$.,Expand $(x-y)^2$: $(x-y)(x-y) = x^2 - 2xy + y^2$.,Substitute these expanded forms back into the numerator: $(x^2 + 2xy + y^2) - (x^2 - 2xy + y^2)$.,Distribute the negative sign and combine like terms in the numerator: $x^2 + 2xy + y^2 - x^2 + 2xy - y^2 = 4xy$.,"Now substitute this back into the original fraction: $\frac{4xy}{4xy}$. Since $x$ and $y$ are not zero, this simplifies to 1."
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $(\frac{1}{2}x - 4)(\frac{1}{2}x + 4)$?,$\frac{1}{4}x^2 - 16$,$\frac{1}{4}x^2 + 16$,$\frac{1}{4}x^2 - 4x - 16$,$x^2 - 16$,A,,"The given expression is in the form $(a-b)(a+b)$, which is a difference of squares.",The formula for a difference of squares is $(a-b)(a+b) = a^2 - b^2$.,"In this problem, $a = \frac{1}{2}x$ and $b = 4$.",Calculate $a^2$: $(\frac{1}{2}x)^2 = (\frac{1}{2})^2 x^2 = \frac{1}{4}x^2$.,Calculate $b^2$: $4^2 = 16$.,Substitute these values into the formula: $a^2 - b^2 = \frac{1}{4}x^2 - 16$.
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $(x-3)(x+3)(x^2+9)$?,$x^4 - 81$,$x^4 + 81$,$(x^2-9)^2$,$x^4 - 18x^2 + 81$,A,,"Start by multiplying the first two factors, $(x-3)(x+3)$.","This is a difference of squares, $(a-b)(a+b) = a^2 - b^2$. So, $(x-3)(x+3) = x^2 - 3^2 = x^2 - 9$.",Now the expression is $(x^2 - 9)(x^2 + 9)$.,"This is another difference of squares. Here, $a = x^2$ and $b = 9$.","Using the formula again, $(x^2 - 9)(x^2 + 9) = (x^2)^2 - 9^2$.",Simplify the expression: $x^4 - 81$.
Math,Advanced Math,Equivalent expressions,Medium,Which expression is a factor of $5x^2 - 13x - 6$?,$x+3$,$5x+2$,$x-6$,$5x-2$,B,,"To find a factor, we need to factor the quadratic trinomial $5x^2 - 13x - 6$.",We can use the 'ac' method. We look for two numbers that multiply to $a \cdot c = 5 \cdot (-6) = -30$ and add up to $b = -13$.,"The two numbers are -15 and 2, since $(-15)(2) = -30$ and $-15 + 2 = -13$.",Rewrite the middle term using these numbers: $5x^2 - 15x + 2x - 6$.,Factor by grouping: $(5x^2 - 15x) + (2x - 6) = 5x(x-3) + 2(x-3)$.,Factor out the common binomial $(x-3)$ to get $(5x+2)(x-3)$. The factors are $(5x+2)$ and $(x-3)$. Option B is one of these factors.
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $x^3 - x^2y + xy^2 - y^3$?,$(x-y)(x^2+y^2)$,$(x-y)(x+y)$,$(x-y)^3$,$(x-y)(x+y)^2$,A,,"The expression has four terms, so we try factoring by grouping.",Group the first two terms and the last two terms: $(x^3 - x^2y) + (xy^2 - y^3)$.,Factor out the GCF from each group. The GCF of the first group is $x^2$. The GCF of the second group is $y^2$.,Factoring gives: $x^2(x-y) + y^2(x-y)$.,Notice that $(x-y)$ is a common binomial factor. Factor it out.,The final factored form is $(x-y)(x^2+y^2)$.
Math,Advanced Math,Equivalent expressions,Medium,The expression $(x-2y)^3$ is equivalent to which of the following?,$x^3 - 8y^3$,$x^3 - 6x^2y + 12xy^2 - 8y^3$,$x^3 + 6x^2y + 12xy^2 + 8y^3$,$x^3 - 4x^2y + 4xy^2 - 8y^3$,B,,"To expand $(x-2y)^3$, we can write it as $(x-2y)(x-2y)^2$.","First, expand $(x-2y)^2 = x^2 - 2(x)(2y) + (2y)^2 = x^2 - 4xy + 4y^2$.",Now multiply this result by $(x-2y)$: $(x-2y)(x^2 - 4xy + 4y^2)$.,Distribute $x$ to the trinomial: $x(x^2 - 4xy + 4y^2) = x^3 - 4x^2y + 4xy^2$.,Distribute $-2y$ to the trinomial: $-2y(x^2 - 4xy + 4y^2) = -2x^2y + 8xy^2 - 8y^3$.,Add the results from steps 4 and 5 and combine like terms: $x^3 + (-4x^2y - 2x^2y) + (4xy^2 + 8xy^2) - 8y^3 = x^3 - 6x^2y + 12xy^2 - 8y^3$.
Math,Advanced Math,Equivalent expressions,Medium,"If $x > 2$, which of the following is equivalent to $\frac{x^2 - x - 2}{2x - 4}$?",$\frac{x+1}{2}$,$\frac{x-1}{2}$,$x+1$,$x-2$,A,,"To simplify the rational expression, factor both the numerator and the denominator.","Factor the numerator $x^2 - x - 2$. We need two numbers that multiply to -2 and add to -1. The numbers are -2 and 1. So, the numerator factors to $(x-2)(x+1)$.","Factor the denominator $2x - 4$. The greatest common factor is 2. So, the denominator factors to $2(x-2)$.",Substitute the factored forms back into the fraction: $\frac{(x-2)(x+1)}{2(x-2)}$.,"Since the problem states $x > 2$, the term $(x-2)$ is not zero, so we can cancel this common factor from the numerator and denominator.",The simplified expression is $\frac{x+1}{2}$.
Math,Advanced Math,Equivalent expressions,Medium,Let $f(x) = 2x - 1$ and $g(x) = x^2 + 3x$. Which expression is equivalent to $f(x) \cdot g(x) - g(x)$?,$2x^3 + 5x^2 - 3x$,$2x^3 + 4x^2 - 6x$,$2x^3 - 5x^2 + 3x$,$2x^2 - 2x + 1$,B,,"First, notice that we can factor out $g(x)$ from the expression: $g(x) (f(x) - 1)$.",Substitute the expression for $f(x)$: $g(x) ((2x-1) - 1) = g(x)(2x-2)$.,Now substitute the expression for $g(x)$: $(x^2 + 3x)(2x-2)$.,Use the distributive property (FOIL) to multiply the two expressions.,$x^2(2x) + x^2(-2) + 3x(2x) + 3x(-2) = 2x^3 - 2x^2 + 6x^2 - 6x$.,Combine like terms: $2x^3 + (-2x^2 + 6x^2) - 6x = 2x^3 + 4x^2 - 6x$.
Math,Advanced Math,Equivalent expressions,Medium,The expression $(4x^4 - 25y^2)$ is equivalent to which of the following?,$(2x^2 - 5y)^2$,$(4x^2 - 5y)(x^2 + 5y)$,$(2x^2 - 5y)(2x^2 + 5y)$,$ (4x-5y)(x^4+y)$,C,,"The given expression is in the form of a difference of two squares, $a^2 - b^2$.",The formula for factoring a difference of squares is $a^2 - b^2 = (a-b)(a+b)$.,Identify $a$ and $b$ in the expression $4x^4 - 25y^2$.,"$a^2 = 4x^4$, so $a = \sqrt{4x^4} = 2x^2$.","$b^2 = 25y^2$, so $b = \sqrt{25y^2} = 5y$.",Substitute $a$ and $b$ into the formula: $(2x^2 - 5y)(2x^2 + 5y)$.
