test,domain,skill,difficulty,question_text_latex,figure_description,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $y$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from 0 to 10, with integer tick marks and numerical labels every 2 units. The y-axis is vertical, ranging from -12 to 2, with integer tick marks and numerical labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line at $x=5$. Line 2 has a negative slope and passes through (0, 5) and (5, -10). The lines intersect at (5, -10).",,,,,-10,-10,"The solution $(x,y)$ of the system is the point of intersection of the two lines.",We locate this point on the provided graph.,"The two lines intersect at the point $(5, -10)$.",The question asks for the value of $y$.,"From the solution point $(5, -10)$, the y-value is -10.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -10 to 2, with integer tick marks and numerical labels every 2 units. The y-axis is vertical, ranging from -2 to 8, with integer tick marks and numerical labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=4$. Line 2 has a negative slope and passes through (0, -4) and (-8, 4). The lines intersect at (-8, 4).","$(4, -8)$","$(0, 4)$","$(0, -4)$","$(-8, 4)$",D,,"The solution to a system of two linear equations is the point $(x,y)$ that lies on both lines.","On a graph, this solution is the point where the two lines intersect.","By locating the intersection point on the graph, we can determine its coordinates.",The lines intersect at the point with an x-coordinate of -8 and a y-coordinate of 4.,"Therefore, the solution to the system is $(-8, 4)$, which is option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -4 to 4, with integer tick marks and labels for every unit. The y-axis is vertical, ranging from -4 to 4, with integer tick marks and labels for every unit. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line at $x=1$. Line 2 is a horizontal line at $y=-2$. The lines intersect at (1, -2).","$(-2, 1)$","$(-1, 2)$","$(2, -1)$","$(1, -2)$",D,,"The solution of a system of linear equations is the point $(x, y)$ where the graphed lines intersect.",We must find the coordinates of this intersection point from the graph.,The graph shows a vertical line and a horizontal line. The vertical line is at $x=1$. The horizontal line is at $y=-2$.,These lines intersect at the point where the x-coordinate is 1 and the y-coordinate is -2.,"Therefore, the solution to the system is $(1, -2)$, which corresponds to option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $y$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from 0 to 10, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line at $x=2$. Line 2 has a positive slope and passes through (0, 4) and (2, 6). The lines intersect at (2, 6).",,,,,6,6,The solution to a system of linear equations is the point of intersection of the graphed lines.,"Observing the provided graph, we can identify the coordinates of the intersection point.","The two lines intersect at the point $(2, 6)$.","This means the solution is $(x,y) = (2, 6)$.",The question asks for the value of $y$.,"From the solution, the value of $y$ is 6."
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -8 to 2, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -10 to 2, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 has a positive slope, passing through (0,-2) and (-4, -6). Line 2 has a negative slope, passing through (0, -14) and (-4, -6). The lines intersect at (-4, -6).","$(-6, -4)$","$(-4, -6)$","$(0, -2)$","$(-7, 0)$",B,,"The solution to a system of linear equations is the ordered pair $(x,y)$ corresponding to the point where the lines intersect.",We examine the graph to find the point of intersection.,The graph shows that the two lines intersect in the third quadrant.,"The coordinates of this intersection point are $(-4, -6)$.","Thus, the solution is $(-4, -6)$, which matches option B.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from 0 to 12, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from 0 to 12, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=8$. Line 2 is the line $y=x$. The lines intersect at (8, 8).","$(0, 0)$","$(0, 8)$","$(8, 0)$","$(8, 8)$",D,,The solution to a system of linear equations corresponds to the point of intersection of their graphs.,We need to identify the coordinates of the point where the two lines on the graph cross.,The graph shows a horizontal line $y=8$ and the line $y=x$.,They intersect at the point where both the x-coordinate and the y-coordinate are 8.,"The solution to the system is $(8, 8)$, which is option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $x$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -12 to 2, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -2 to 8, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=3$. Line 2 has a negative slope, passing through (0, -6) and (-9, 3). The lines intersect at (-9, 3).",,,,,-9,-9,"The solution $(x,y)$ to the system of equations is the point where the two lines intersect on the graph.","By observing the graph, we locate the point of intersection.","The two lines intersect at the point $(-9, 3)$.","The question asks for the value of $x$ from the solution $(x,y)$.",The x-coordinate of the intersection point is -9.,
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -4 to 6, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -12 to 2, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=-9$. Line 2 has a positive slope, passing through (0, -9) and (9, 0). The lines intersect at (0, -9).","$(9, 0)$","$(-9, 0)$","$(0, 9)$","$(0, -9)$",D,,The solution to a system of linear equations is the point of intersection of their graphs.,We must identify the coordinates of the point where the two lines cross.,"Looking at the graph, the two lines intersect on the y-axis.","The coordinates of this intersection point are $(0, -9)$.","Therefore, the solution to the system is $(0, -9)$, which corresponds to option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 10, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -2 to 8, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=5$. Line 2 has a positive slope, passing through (0, -1) and (6, 5). The lines intersect at (6, 5).","$(5, 6)$","$(0, -1)$","$(6, 5)$","$(0, 5)$",C,,"The solution to a system of linear equations is the point $(x,y)$ that satisfies both equations. Graphically, this is the point where the lines representing the equations intersect.","To find the solution, we need to locate the point of intersection on the provided graph.","Observing the graph, the two lines cross at the point where the x-coordinate is 6 and the y-coordinate is 5.","Therefore, the solution to the system of linear equations is $(6, 5)$.","Comparing this to the options, the correct choice is C.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $y$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from 0 to 12, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -8 to 10, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=4$. Line 2 has a positive slope, passing through (0, -6) and (10, 4). The lines intersect at (10, 4).",,,,,4,4,The solution to a system of linear equations is represented graphically by the point of intersection of the lines.,"Observing the provided graph, we can identify the coordinates of the intersection point.","The two lines intersect at the point $(10, 4)$.",The question asks for the value of $y$.,"From the solution $(10, 4)$, the value of $y$ is 4.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -12 to 2, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -8 to 2, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=-5$. Line 2 has a positive slope, passing through (0, 5) and (-10, -5). The lines intersect at (-10, -5).","$(-5, -10)$","$(-10, -5)$","$(0, 5)$","$(0, -5)$",B,,The solution to a system of linear equations is the point of intersection of the two lines.,We examine the graph to find the coordinates of this point.,The two lines cross at the point located in the third quadrant.,"The x-coordinate of this point is -10, and the y-coordinate is -5.","Thus, the solution is $(-10, -5)$, which is option B.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 10, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from 0 to 12, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=9$. Line 2 has a positive slope, passing through the origin (0, 0) and (6, 9). The lines intersect at (6, 9).","$(9, 6)$","$(0, 0)$","$(0, 9)$","$(6, 9)$",D,,The graphical solution to a system of linear equations is the point where the lines intersect.,We need to find the coordinates of this intersection point from the graph.,The graph shows a horizontal line and a line with a positive slope intersecting in the first quadrant.,The point of intersection has an x-coordinate of 6 and a y-coordinate of 9.,"The solution to the system is $(6, 9)$, which is option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with integer tick marks and labels every 2 units. The y-axis is vertical, ranging from -10 to 6, with integer tick marks and labels every 2 units. A light gray grid is drawn at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line at $x=4$. Line 2 has a negative slope, passing through (0, 4) and (4, -8). The lines intersect at (4, -8).","$(-8, 4)$","$(0, 4)$","$(4, 0)$","$(4, -8)$",D,,The solution to a system of equations from a graph is the point where the lines intersect.,We must identify the coordinates of this intersection point.,"Looking at the graph, the vertical line and the slanted line intersect at the point with an x-coordinate of 4 and a y-coordinate of -8.","Therefore, the solution to the system is $(4, -8)$.",This matches option D.,
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -6 to 2, with tick marks at every integer unit and numerical labels at -6, -4, -2, 0, 2. The y-axis is vertical, ranging from 0 to 8, with tick marks at every integer unit and numerical labels at 0, 2, 4, 6, 8. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line passing through the y-axis at $y=4$. Line 2 is a line with a negative slope, passing through the y-intercept (0, 1) and intersecting Line 1 at (-3, 4).","$(0, 1)$","$(0, 4)$","$(4, -3)$","$(-3, 4)$",D,,The solution to a system of linear equations is the point of intersection of their graphs.,We must identify the coordinates of the point where the two lines on the graph cross.,"By observing the graph, we can see that the two lines intersect at the point where the x-coordinate is -3 and the y-coordinate is 4.","Thus, the solution to the system is the ordered pair $(-3, 4)$.","Comparing our result with the given options, we find that option D matches the solution.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $x$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -4 to 6, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line passing through the x-axis at $x=5$. Line 2 is a line with a negative slope, passing through the y-intercept (0, 3) and intersecting Line 1 at (5, -2).",,,,,5,5,"The solution $(x,y)$ to the system of linear equations is the point where the two lines intersect on the graph.","By examining the graph, we can see the two lines cross at the point $(5, -2)$.","So, the solution to the system is $(x,y) = (5, -2)$.",The question asks for the value of $x$.,"From the solution, the value of $x$ is 5.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -6 to 4, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -6 to 2, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the points (0, -1) and (-1, -3). Line 2 passes through the points (1, -4) and (-1, -3). The lines intersect at the point (-1, -3).","$(0, -1)$","$(-1, -3)$","$(1, -4)$","$(-3, -1)$",B,,"The solution to a system of linear equations is the point $(x,y)$ that lies on both lines.","Graphically, this solution is the point where the two lines intersect.","Locating the intersection point on the provided graph, we find its x-coordinate is -1 and its y-coordinate is -3.","Therefore, the solution to the system is $(-1, -3)$.",This corresponds to option B.,
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $y$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -2 to 10, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the origin (0, 0) and the point (2, 6). Line 2 passes through the y-intercept (0, 8) and the point (2, 6). The two lines intersect at (2, 6).",,,,,6,6,The solution to a system of linear equations is represented graphically by the point of intersection of the lines.,"Observing the provided graph, we can identify the coordinates of the intersection point.","The two lines intersect at the point $(2, 6)$.",The question asks for the value of $y$.,"From the solution $(2, 6)$, the value of $y$ is 6.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -4 to 6, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line passing through $y=1$. Line 2 is a line with a positive slope, passing through the y-intercept (0, -3) and the intersection point (4, 1).","$(0, 1)$","$(4, 1)$","$(0, -3)$","$(1, 4)$",B,,"The solution of a system of linear equations is the point $(x, y)$ where the graphed lines intersect.",We need to find the coordinates of this intersection point from the graph.,The graph shows a horizontal line and a line with a positive slope. The lines intersect at the point where the x-coordinate is 4 and the y-coordinate is 1.,"Therefore, the solution to the system is $(4, 1)$.",This corresponds to option B.,
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -12 to 2, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -12 to 2, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the y-intercept (0, -11) and the point (-5, -6). Line 2 passes through the y-intercept (0, -1) and the point (-5, -6). The lines intersect at (-5, -6).","$(0, -1)$","$(0, -11)$","$(-5, -6)$","$(-6, -5)$",C,,"The solution to a system of equations is the point $(x,y)$ that lies on both lines.","Graphically, this solution is the point where the two lines intersect.","Locating the intersection point on the provided graph, we find its x-coordinate is -5 and its y-coordinate is -6.","Therefore, the solution to the system is $(-5, -6)$.","Comparing this to the options, we find that option C matches our solution.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $x$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -10 to 2, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -6 to 4, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line defined by $x=-7$. Line 2 is a horizontal line defined by $y=-2$. The lines intersect at the point (-7, -2).",,,,,-7,-7,"The solution $(x,y)$ to the system of equations is the point of intersection of the two graphed lines.","By examining the graph, we locate the point where the vertical and horizontal lines cross.","The intersection point has coordinates $(-7, -2)$.","The question asks for the value of $x$ from the solution $(x,y)$.",The x-coordinate of the intersection point is -7.,
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -4 to 8, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the y-intercept (0, -3) and intersects the x-axis at (3, 0). Line 2 passes through the y-intercept (0, 6) and intersects the x-axis at (3, 0). The lines intersect at (3, 0).","$(0, 6)$","$(0, -3)$","$(3, 0)$","$(0, 3)$",C,,The solution to a system of linear equations is the point where the graphs of the two equations intersect.,We need to find the coordinates of this intersection point from the graph.,The graph shows that the two lines intersect on the x-axis.,"The coordinates of this point are $(3, 0)$.","Therefore, the solution to the system is $(3, 0)$, which corresponds to option C.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -6 to 6, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -8 to 2, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the points (2, -1) and intersects the y-axis at (0, -5). Line 2 passes through the points (-2, -3) and intersects the y-axis at (0, -5). The lines intersect at (0, -5).","$(2, -1)$","$(-2, -3)$","$(-5, 0)$","$(0, -5)$",D,,The solution to a system of linear equations is the point of intersection of their graphs.,We need to identify the coordinates of the point where the two lines cross.,"Looking at the graph, the two lines intersect on the y-axis.","The coordinates of this intersection point are $(0, -5)$.","Therefore, the solution to the system is $(0, -5)$, which corresponds to option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $y$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -8 to 2, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -10 to 2, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the origin (0, 0) and the point (-3, -3). Line 2 passes through the y-intercept (0, -9) and the point (-3, -3). The lines intersect at (-3, -3).",,,,,-3,-3,"The solution $(x,y)$ of the system is the point of intersection of the two lines.",We locate this point on the provided graph.,"The two lines intersect at the point $(-3, -3)$.",The question asks for the value of $y$.,"From the solution point $(-3, -3)$, the y-value is -3.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -4 to 10, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the y-intercept (0, -2) and the point (5, 3). Line 2 passes through the point (2, 6) and the point (5, 3). The lines intersect at (5, 3).","$(3, 5)$","$(2, 6)$","$(5, 3)$","$(0, -2)$",C,,"A solution to a system of equations is a point $(x,y)$ that lies on the graph of each equation in the system.","Graphically, this is the point where the lines intersect.","By inspecting the graph, we can see the two lines cross at the point where the x-coordinate is 5 and the y-coordinate is 3.","The point of intersection is $(5, 3)$.","Thus, the solution to the system is $(5, 3)$, which matches option C.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -8 to 2, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line passing through $y=2$. Line 2 has a positive slope, passing through the y-intercept (0, 4) and the intersection point (-4, 2).","$(0, 2)$","$(0, 4)$","$(2, -4)$","$(-4, 2)$",D,,The graphical solution to a system of linear equations is the point where the lines intersect.,We need to find the coordinates of this intersection point from the graph.,The graph shows a horizontal line and a line with a positive slope intersecting in the second quadrant.,The point of intersection has an x-coordinate of -4 and a y-coordinate of 2.,"The solution to the system is $(-4, 2)$, which is option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $x$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from 0 to 10, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a vertical line at $x=1$. Line 2 is a line with a positive slope, passing through the y-intercept (0, 5) and the intersection point (1, 7).",,,,,1,1,The solution to a system of linear equations is the point of intersection of the graphed lines.,We must find the coordinates of the point where the vertical line and the slanted line cross.,"Reading from the graph, the intersection occurs at the point $(1, 7)$.","The question asks for the value of $x$ from the solution $(x,y)$.","Therefore, the value of $x$ is 1.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 10, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -8 to 4, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line at $y=-4$. Line 2 has a negative slope, passing through the y-intercept (0, 2) and the intersection point (6, -4).","$(6, -4)$","$(-4, 6)$","$(2, 0)$","$(0, -4)$",A,,"The solution to a system of linear equations is the ordered pair $(x,y)$ corresponding to the point where the lines intersect.",We examine the graph to find the point of intersection.,The graph shows that the two lines intersect in the fourth quadrant.,"The coordinates of this intersection point are $(6, -4)$.","Thus, the solution is $(6, -4)$, which matches option A.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $y$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -2 to 8, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 passes through the y-intercept (0, 2) and has an intersection at (3, 5). Line 2 passes through the points (1, 1) and has an intersection at (3, 5). The lines intersect at (3, 5).",,,,,5,5,The solution to a system of linear equations is the point of intersection of the graphed lines.,"Observing the provided graph, we can identify the coordinates of the intersection point.","The two lines intersect at the point $(3, 5)$.","This means the solution is $(x,y) = (3, 5)$.",The question asks for the value of $y$.,"From the solution, the value of $y$ is 5."
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -6 to 2, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from 0 to 12, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 has a negative slope passing through the y-intercept (0, 3) and the intersection point (-2, 5). Line 2 has a positive slope passing through the y-intercept (0, 9) and the intersection point (-2, 5).","$(0, 3)$","$(0, 9)$","$(-2, 5)$","$(5, -2)$",C,,"The solution to a system of linear equations is the point $(x,y)$ that satisfies both equations. Graphically, this is the point where the lines representing the equations intersect.","To find the solution, we need to locate the point of intersection on the provided graph.","Observing the graph, the two lines cross at the point where the x-coordinate is -2 and the y-coordinate is 5.","Therefore, the solution to the system of linear equations is $(-2, 5)$.","Comparing this to the options, the correct choice is C.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. What is the solution $(x,y)$ to the system?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from 0 to 10, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from 0 to 10, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 is a horizontal line passing through $y=1$. Line 2 is a vertical line passing through $x=8$. The lines intersect at (8, 1).","$(0, 1)$","$(8, 0)$","$(1, 8)$","$(8, 1)$",D,,The solution to a system of linear equations is the point of intersection of the two lines.,We examine the graph to find the coordinates of the point where the two lines cross.,The intersection occurs where the vertical line $x=8$ meets the horizontal line $y=1$.,"The coordinates of this intersection point are $(8, 1)$.","Thus, the solution is $(8, 1)$, which matches option D.",
Math,Algebra,Systems of two linear equations in two variables,Easy,"The graph of a system of linear equations is shown. The solution to the system is $(x, y)$. What is the value of $x$?","Graph of a system of 2 lines in an x-y plane. The origin is labeled 'O'. The x-axis is horizontal, ranging from -8 to 2, with tick marks at every integer unit and numerical labels at every 2 units. The y-axis is vertical, ranging from -10 to 2, with tick marks at every integer unit and numerical labels at every 2 units. A light gray square grid is formed by lines at every integer unit. Two solid black lines are graphed. Line 1 has a positive slope and passes through the y-intercept (0, -3) and the intersection point (-4, -5). Line 2 has a negative slope and passes through the y-intercept (0, -7) and the intersection point (-4, -5).",,,,,-4,-4,"The solution $(x,y)$ to the system of equations is the point where the two lines intersect on the graph.","By observing the graph, we locate the point of intersection in the third quadrant.","The two lines intersect at the point $(-4, -5)$.","The question asks for the value of $x$ from the solution $(x,y)$.",The x-coordinate of the intersection point is -4.,
